Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename	sample	layer	atom % N15	notes	N_source	light	incubation_time_hr	cell_type	cell_type_other	mu_d	gen_d	median_mu_d	median_gen_d
red	17	47	1	104	3	0	5	2	353	0.028037383177570093	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.012600422276218461	55.00983739792307	0.007302679565994291	71.3175937247473
red	18	19	0	37	1	1	0	0	426	0.02631578947368421	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.011690148188625706	59.29327578878465	0.007302679565994291	71.3175937247473
red	19	116	1	472	9	0	35	1	1004	0.018711018711018712	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.007708396875938566	89.92105514488685	0.007302679565994291	71.3175937247473
red	20	10	0	22	0	0	2	0	136	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	21	14	0	48	0	0	3	0	252	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	22	50	3	211	7	0	9	2	273	0.03211009174311927	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.014767110107274974	46.938580096214515	0.007302679565994291	71.3175937247473
red	23	19	0	63	1	0	2	0	331	0.015625	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.006110517449701853	113.43510369874905	0.007302679565994291	71.3175937247473
red	24	18	0	88	0	0	5	0	259	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
red	25	25	0	90	2	0	6	1	355	0.021739130434782608	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.009286283513765243	74.64204377698348	0.007302679565994291	71.3175937247473
red	26	7	0	20	0	0	1	0	110	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	0	105	1	108	0	0	3	0	372	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	1	46	0	167	4	0	3	0	224	0.023391812865497075	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.010151681795031169	68.2790491817043	0.007302679565994291	71.3175937247473
green	2	45	1	63	1	0	0	0	185	0.015625	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.006110517449701853	113.43510369874905	0.007302679565994291	71.3175937247473
green	3	100	0	352	3	0	7	0	464	0.008450704225352112	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.0024348096893039295	284.682282810409	0.007302679565994291	71.3175937247473
green	4	48	1	58	1	0	3	0	181	0.01694915254237288	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.00679488688884911	102.01011317752013	0.007302679565994291	71.3175937247473
green	5	43	0	140	2	0	6	0	214	0.014084507042253521	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.005316685982070795	130.37203680966155	0.007302679565994291	71.3175937247473
green	6	40	0	173	2	0	3	0	214	0.011428571428571429	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.003953947226270357	175.3051168600879	0.007302679565994291	71.3175937247473
green	7	49	2	65	0	0	2	0	187	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	8	52	0	97	1	0	4	0	187	0.01020408163265306	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.0033281646717407253	208.26709280505926	0.007302679565994291	71.3175937247473
green	9	39	0	214	4	0	2	0	250	0.01834862385321101	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.007520225888961875	92.1710585286196	0.007302679565994291	71.3175937247473
green	10	69	1	177	0	1	7	0	213	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	11	86	1	389	5	0	7	0	472	0.012690355329949238	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.004600432048608533	150.67001821483217	0.007302679565994291	71.3175937247473
green	12	39	0	150	2	0	6	0	196	0.013157894736842105	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.004840404641597103	143.20025532643066	0.007302679565994291	71.3175937247473
green	13	25	0	24	1	0	3	0	199	0.04	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.019018745105819548	36.44547401541488	0.007302679565994291	71.3175937247473
green	14	53	0	43	0	0	2	1	378	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	15	22	0	19	0	0	1	0	175	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	16	12	0	12	0	0	0	0	159	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	17	47	1	104	3	0	5	2	353	0.028037383177570093	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.012600422276218461	55.00983739792307	0.007302679565994291	71.3175937247473
green	18	19	0	37	1	1	0	0	426	0.02631578947368421	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.011690148188625706	59.29327578878465	0.007302679565994291	71.3175937247473
green	19	116	1	472	9	0	35	1	1004	0.018711018711018712	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.007708396875938566	89.92105514488685	0.007302679565994291	71.3175937247473
green	20	10	0	22	0	0	2	0	136	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	21	14	0	48	0	0	3	0	252	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	22	50	3	211	7	0	9	2	273	0.03211009174311927	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.014767110107274974	46.938580096214515	0.007302679565994291	71.3175937247473
green	23	19	0	63	1	0	2	0	331	0.015625	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.006110517449701853	113.43510369874905	0.007302679565994291	71.3175937247473
green	24	18	0	88	0	0	5	0	259	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
green	25	25	0	90	2	0	6	1	355	0.021739130434782608	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.009286283513765243	74.64204377698348	0.007302679565994291	71.3175937247473
green	26	7	0	20	0	0	1	0	110	0	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0	0	0.007302679565994291	71.3175937247473
blue	0	29558	350	171190	2449	92	2864	144	136205	0.014103974337562414	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0053267019650770076	130.12689373356457	0.007302679565994291	71.3175937247473
blue	1	38106	360	196833	3138	357	7792	335	210256	0.01569227537993009	GB21_L1_no3_light_chain_12.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.006145242638005711	112.79411105317874	0.007302679565994291	71.3175937247473
blue	0	10286	89	249150	10377	106	2112	98	148705	0.03998427909234877	GB21_L1_no3_light_chain_13.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.019010201280265537	36.461853840521954	0.007302679565994291	71.3175937247473
red	0	63274	619	1237295	23947	802	67757	2865	1078671	0.018986839956170187	GB21_L1_no3_light_chain_14.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.007851710104111774	88.2797723513708	0.007302679565994291	71.3175937247473
green	0	63274	619	1237295	23947	802	67757	2865	1078671	0.018986839956170187	GB21_L1_no3_light_chain_14.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.007851710104111774	88.2797723513708	0.007302679565994291	71.3175937247473
blue	0	8525	95	96731	2052	53	7926	349	127222	0.020772805037303988	GB21_L1_no3_light_chain_14.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.008781668489641105	78.93114860548252	0.007302679565994291	71.3175937247473
blue	0	354085	3682	1443443	29620	3492	199944	9098	1477734	0.020107761854041544	GB21_L1_no3_light_chain_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.008434973767958372	82.17538069803824	0.007302679565994291	71.3175937247473
red	0	146700	1526	988955	18055	1369	88623	3950	986725	0.01792931549835652	GB21_L1_no3_light_chain_3.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.007302679565994291	94.91682803496668	0.007302679565994291	71.3175937247473
green	0	659612	6552	2720236	163284	4501	234688	10487	3169596	0.056626623016313396	GB21_L1_no3_light_chain_4.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.028222304353586213	24.56026169499752	0.007302679565994291	71.3175937247473
blue	0	79964	774	558186	124344	665	31785	1445	574104	0.18218100303283372	GB21_L1_no3_light_chain_4.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.111454860276153	6.219084379474582	0.007302679565994291	71.3175937247473
red	0	1441935	14696	1819199	25291	17142	315730	14426	2506628	0.01371164929058981	GB21_L1_no3_light_chain_5.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.00512492693258071	135.25015862243794	0.007302679565994291	71.3175937247473
red	0	232046	2425	650051	49582	436	55816	2487	1346820	0.07086858395758919	GB21_L1_no3_light_chain_6.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.03638456669675084	19.05058225200312	0.007302679565994291	71.3175937247473
blue	0	39972	411	223711	17195	55	7965	346	248942	0.0713763874706317	GB21_L1_no3_light_chain_7.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Other	Other	0.0366805740388548	18.896846593123435	0.007302679565994291	71.3175937247473
red	0	247238	2434	705595	12198	1516	61869	2797	1038077	0.016993757253135653	GB21_L1_no3_light_chain_8.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.006817972848906118	101.66470238601117	0.007302679565994291	71.3175937247473
red	1	295872	2985	1029837	19472	2515	91896	4115	1342113	0.018556974161090777	GB21_L1_no3_light_chain_8.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0076283930170754025	90.86411502506543	0.007302679565994291	71.3175937247473
green	0	931361	9521	2313722	30086	4219	247645	11213	3577420	0.012836375675823276	GB21_L1_no3_light_chain_9.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.0046753547538345396	148.2555264905735	0.007302679565994291	71.3175937247473
red	0	425344	4318	271305	2067	2459	34924	1558	2002437	0.007561125499319608	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.0019827824214665624	349.58307732386487	0.007302679565994291	71.3175937247473
red	1	585435	5579	95859	1149	20931	29915	1455	2544113	0.011844383968332508	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.004166807393898015	166.34970495036768	0.007302679565994291	71.3175937247473
red	2	190057	1657	57644	9305	457	14256	682	1649493	0.1389863926272237	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.07959645468263128	8.708267011686347	0.007302679565994291	71.3175937247473
green	0	425344	4318	271305	2067	2459	34924	1558	2002437	0.007561125499319608	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.0019827824214665624	349.58307732386487	0.007302679565994291	71.3175937247473
green	1	585435	5579	95859	1149	20931	29915	1455	2544113	0.011844383968332508	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.004166807393898015	166.34970495036768	0.007302679565994291	71.3175937247473
green	2	190057	1657	57644	9305	457	14256	682	1649493	0.1389863926272237	GB21_L1_no3_light_chain2_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.07959645468263128	8.708267011686347	0.007302679565994291	71.3175937247473
red	0	267891	2562	64928	24816	1478	17486	797	1867266	0.2765198787662685	GB21_L1_no3_light_chain2_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis	Picocystis	0.19949475070856765	3.4745133799161008	0.007302679565994291	71.3175937247473
green	0	198003	1900	165678	30232	1620	38488	1844	3050869	0.15431575723546526	GB21_L1_no3_light_chain2_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.09044392617036	7.663833381739031	0.007302679565994291	71.3175937247473
green	1	692058	6619	328872	68878	3234	63466	2992	5105250	0.173169076052797	GB21_L1_no3_light_chain2_2.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.10446462121898722	6.635233751596283	0.007302679565994291	71.3175937247473
green	0	1698634	17289	896589	157417	6833	215655	10024	4921023	0.14935114221361168	GB21_L1_no3_light_E_1.im_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	no3	light	96	Picocystis triplet	Picocystis	0.08687903808669405	7.978301737966689	0.007302679565994291	71.3175937247473
red	0	453298	4629	673343	438397	8150	93437	4090	933530	0.39433410689549714	GB21_L2_NH4_light_A_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3867548263754051	1.7922133953853734	0.36623848378010293	1.8926115393600336
red	1	592439	6322	611285	408600	9578	103389	4519	916999	0.4006334047466136	GB21_L2_NH4_light_A_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.4021213691438079	1.7237263019266698	0.36623848378010293	1.8926115393600336
blue	0	196947	2128	120411	40234	4296	15530	706	224881	0.25045286190046373	GB21_L2_NH4_light_A_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Other	Other	0.17191341057531423	4.031955263061236	0.36623848378010293	1.8926115393600336
red	0	16959	199	23731	15700	117	3813	150	1165966	0.3981638812102153	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.395984156811448	1.7504416998430434	0.36623848378010293	1.8926115393600336
red	1	9402	85	19472	11940	93	3491	142	691117	0.3801095122882975	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3551806865504874	1.9515339848339908	0.36623848378010293	1.8926115393600336
red	2	9411	110	43345	27621	95	3707	143	514774	0.3892145534481301	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3749265132575211	1.8487547720687654	0.36623848378010293	1.8926115393600336
red	3	4392	47	7650	4836	27	2045	86	440097	0.38731379144642	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3706736073578955	1.8699663714948356	0.36623848378010293	1.8926115393600336
red	4	9091	85	21519	13596	83	3018	127	695409	0.38718496369073047	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3703879597780265	1.871408511700403	0.36623848378010293	1.8926115393600336
red	5	17183	158	48187	32480	139	5324	242	1094845	0.4026429642852715	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.4072291170836939	1.7021061399631927	0.36623848378010293	1.8926115393600336
red	6	6523	91	11644	11277	33	959	38	447762	0.49199424108895773	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	1.031785080831006	0.6717941492250308	0.36623848378010293	1.8926115393600336
red	7	17166	192	66122	53182	123	7423	331	1323540	0.4457687923288406	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5535112349679884	1.252273010501824	0.36623848378010293	1.8926115393600336
red	8	14319	141	317744	211998	135	7816	311	588036	0.40019103639129994	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.40101086872593833	1.7284997355861216	0.36623848378010293	1.8926115393600336
red	9	7633	79	96104	73708	42	5791	230	400573	0.4340564859962782	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5046257356889536	1.373586663418202	0.36623848378010293	1.8926115393600336
red	10	9902	112	192095	117160	81	6482	279	438224	0.3788459362015166	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.35255961991947726	1.9660424546584672	0.36623848378010293	1.8926115393600336
red	11	15013	178	175284	135664	88	6850	307	737828	0.4362915985952635	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5132462564602002	1.350515803740101	0.36623848378010293	1.8926115393600336
red	12	9039	89	191625	108769	63	4475	178	451185	0.36208779136733754	GB21_L2_NH4_light_B_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.32017103912982925	2.164927791232468	0.36623848378010293	1.8926115393600336
red	0	237338	2488	90337	86654	4947	37480	1648	1698100	0.48959551615618874	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.9662661544611814	0.7173460204103544	0.36623848378010293	1.8926115393600336
red	1	404880	4142	382254	308472	6617	79675	3328	1840588	0.44659097818816723	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5573304476058023	1.2436915720962112	0.36623848378010293	1.8926115393600336
red	2	235274	2438	254340	215368	4193	58066	2305	1282208	0.4585146516559224	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.6204902892393042	1.11709593619864	0.36623848378010293	1.8926115393600336
red	3	397594	4035	181423	176108	5407	49586	2037	2392188	0.49256707809952144	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	1.0503456078379279	0.6599229581078044	0.36623848378010293	1.8926115393600336
red	4	187383	1906	180076	124764	3010	37229	1543	1199995	0.40927699776932164	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.42487263427571886	1.6314234540936121	0.36623848378010293	1.8926115393600336
red	5	329869	3473	512663	256275	2449	55750	2234	1007822	0.3332843480228575	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.2727529478682781	2.541300418482334	0.36623848378010293	1.8926115393600336
red	6	463451	4740	558578	411448	4458	83008	3487	1887345	0.4241618265902151	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.46967492425907187	1.4758019744260533	0.36623848378010293	1.8926115393600336
green	0	1782919	18051	1702172	1231459	27803	262182	11017	6573140	0.4197729707655803	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis triplet	Picocystis	0.4556102472350845	1.5213599447474613	0.36623848378010293	1.8926115393600336
blue	0	26722	301	34338	17718	317	1977	88	101266	0.34036422314430614	GB21_L2_NH4_light_B_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Other	Other	0.28360166106240203	2.4440871677667264	0.36623848378010293	1.8926115393600336
red	0	63927	543	1185550	173571	481	19038	754	1519427	0.12770827615789912	GB21_L2_NH4_light_chain1_1_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.07190592977096405	9.63963866078596	0.36623848378010293	1.8926115393600336
red	0	59969	638	493141	182450	617	29349	1246	585270	0.2700598438996375	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.1923705964266823	3.603186731419854	0.36623848378010293	1.8926115393600336
red	1	56473	605	173541	120370	607	21082	845	164224	0.409545746841731	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.42561430924188487	1.628580537610676	0.36623848378010293	1.8926115393600336
red	2	49475	515	652016	510892	609	22300	985	785552	0.43932280111582345	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5254333696462307	1.3191913962880484	0.36623848378010293	1.8926115393600336
red	3	16413	158	404065	226367	108	8254	373	430921	0.3590664813968834	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.3147532974969149	2.2021919581850904	0.36623848378010293	1.8926115393600336
red	4	38813	416	664055	553480	309	18578	799	1194276	0.45459062778482756	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.5978957374266618	1.1593111259552458	0.36623848378010293	1.8926115393600336
red	6	11876	115	223467	95350	113	4853	233	519646	0.29907439063788943	GB21_L2_NH4_light_chain1_2_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.22609168325707713	3.065779203261553	0.36623848378010293	1.8926115393600336
red	0	95498	967	1704526	1124709	537	37545	1547	2288714	0.39753113474137003	GB21_L2_NH4_light_chain1_3_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.39443561776118974	1.7573138665677244	0.36623848378010293	1.8926115393600336
red	1	25172	258	426004	217081	298	13757	588	745737	0.3375619086123918	GB21_L2_NH4_light_chain1_3_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.2792511292006767	2.482164288982455	0.36623848378010293	1.8926115393600336
green	0	69736	697	1354717	736648	491	57982	2516	1411606	0.3522331109108166	GB21_L2_NH4_light_chain1_3_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis triplet	Picocystis	0.3029163778991759	2.2882459686305094	0.36623848378010293	1.8926115393600336
red	0	112749	1229	593637	353712	995	37736	1647	715164	0.3733703207582422	GB21_L2_NH4_light_chain1_4_f0_ratio15N_12C-x-14N_12C.tsv	NA	NA	NA	NA	NH4	light	96	Picocystis	Picocystis	0.34150863862056735	2.0296622169199807	0.36623848378010293	1.8926115393600336
