	domain	phylum	class	order	family	genus	species
ASV_146	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_147	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	NA
ASV_148	Bacteria	NA	NA	NA	NA	NA	NA
ASV_149	NA	NA	NA	NA	NA	NA	NA
ASV_150	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_151	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_152	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_153	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_154	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_155	NA	NA	NA	NA	NA	NA	NA
ASV_156	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_157	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_158	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_159	NA	NA	NA	NA	NA	NA	NA
ASV_160	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_161	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV_162	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium	NA
ASV_163	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomicrobium	NA
ASV_164	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_165	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_166	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_167	Bacteria	NA	NA	NA	NA	NA	NA
ASV_168	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_169	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Gryllotalpicola	NA
ASV_170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_171	NA	NA	NA	NA	NA	NA	NA
ASV_172	NA	NA	NA	NA	NA	NA	NA
ASV_173	Bacteria	NA	NA	NA	NA	NA	NA
ASV_174	NA	NA	NA	NA	NA	NA	NA
ASV_175	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	NA
ASV_176	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_177	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	NA
ASV_178	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_179	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_180	Bacteria	NA	NA	NA	NA	NA	NA
ASV_181	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_182	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_183	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_184	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_185	NA	NA	NA	NA	NA	NA	NA
ASV_186	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum	NA
ASV_187	NA	NA	NA	NA	NA	NA	NA
ASV_188	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_189	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA	NA
ASV_190	Bacteria	Firmicutes	Limnochordia	NA	NA	NA	NA
ASV_191	NA	NA	NA	NA	NA	NA	NA
ASV_192	Bacteria	NA	NA	NA	NA	NA	NA
ASV_193	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	E6aC02	NA	NA
ASV_194	NA	NA	NA	NA	NA	NA	NA
ASV_195	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	F1-37X2	NA
ASV_196	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_197	Bacteria	NA	NA	NA	NA	NA	NA
ASV_198	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_199	Bacteria	NA	NA	NA	NA	NA	NA
ASV_200	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	F1-37X2	NA
ASV_201	Bacteria	NA	NA	NA	NA	NA	NA
ASV_202	Bacteria	NA	NA	NA	NA	NA	NA
ASV_203	NA	NA	NA	NA	NA	NA	NA
ASV_204	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_205	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales Incertae Sedis	Methylonatrum	NA
ASV_206	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_208	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_209	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_210	Bacteria	NA	NA	NA	NA	NA	NA
ASV_211	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_212	NA	NA	NA	NA	NA	NA	NA
ASV_213	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_214	NA	NA	NA	NA	NA	NA	NA
ASV_215	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_216	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	NA
ASV_217	NA	NA	NA	NA	NA	NA	NA
ASV_218	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	NA
ASV_219	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_220	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_221	Bacteria	Firmicutes	Bacilli	Desulfuribacillales	Desulfuribacillaceae	Desulfuribacillus	NA
ASV_222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkalitalea	NA
ASV_223	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halodurantibacterium	NA
ASV_224	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_225	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	DBS1	NA
ASV_226	NA	NA	NA	NA	NA	NA	NA
ASV_227	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Desulfitispora	NA
ASV_228	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_229	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_230	Bacteria	NA	NA	NA	NA	NA	NA
ASV_231	NA	NA	NA	NA	NA	NA	NA
ASV_232	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospira	NA
ASV_233	NA	NA	NA	NA	NA	NA	NA
ASV_234	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_235	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_236	NA	NA	NA	NA	NA	NA	NA
ASV_237	NA	NA	NA	NA	NA	NA	NA
ASV_238	NA	NA	NA	NA	NA	NA	NA
ASV_239	NA	NA	NA	NA	NA	NA	NA
ASV_240	Bacteria	NA	NA	NA	NA	NA	NA
ASV_241	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_242	NA	NA	NA	NA	NA	NA	NA
ASV_243	NA	NA	NA	NA	NA	NA	NA
ASV_244	Bacteria	NA	NA	NA	NA	NA	NA
ASV_245	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_246	NA	NA	NA	NA	NA	NA	NA
ASV_247	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_248	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	NA
ASV_250	Bacteria	NA	NA	NA	NA	NA	NA
ASV_251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_252	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_253	NA	NA	NA	NA	NA	NA	NA
ASV_254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_255	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_256	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_257	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	NA	NA
ASV_258	NA	NA	NA	NA	NA	NA	NA
ASV_259	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_260	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_261	NA	NA	NA	NA	NA	NA	NA
ASV_262	Bacteria	NA	NA	NA	NA	NA	NA
ASV_263	Bacteria	NA	NA	NA	NA	NA	NA
ASV_264	Bacteria	NA	NA	NA	NA	NA	NA
ASV_265	Bacteria	NA	NA	NA	NA	NA	NA
ASV_266	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV_267	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV_268	Bacteria	Firmicutes	Clostridia	NA	Hungateiclostridiaceae	NA	NA
ASV_269	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_270	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	NA
ASV_271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_272	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_273	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_274	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	NA	NA	NA
ASV_275	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_276	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_277	NA	NA	NA	NA	NA	NA	NA
ASV_278	NA	NA	NA	NA	NA	NA	NA
ASV_279	NA	NA	NA	NA	NA	NA	NA
ASV_280	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_281	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_282	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_283	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_284	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV_285	Bacteria	NA	NA	NA	NA	NA	NA
ASV_286	NA	NA	NA	NA	NA	NA	NA
ASV_287	NA	NA	NA	NA	NA	NA	NA
ASV_288	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_289	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	F1-37X2	NA
ASV_290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum	NA
ASV_291	NA	NA	NA	NA	NA	NA	NA
ASV_292	NA	NA	NA	NA	NA	NA	NA
ASV_293	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_294	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_295	Bacteria	NA	NA	NA	NA	NA	NA
ASV_296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_297	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	ML310M-34	NA
ASV_298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_299	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_300	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_301	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_302	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_303	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_304	NA	NA	NA	NA	NA	NA	NA
ASV_305	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_306	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_307	Bacteria	NA	NA	NA	NA	NA	NA
ASV_308	Bacteria	NA	NA	NA	NA	NA	NA
ASV_309	NA	NA	NA	NA	NA	NA	NA
ASV_310	Bacteria	NA	NA	NA	NA	NA	NA
ASV_311	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_312	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_313	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_314	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_315	Bacteria	NA	NA	NA	NA	NA	NA
ASV_316	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_317	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_318	NA	NA	NA	NA	NA	NA	NA
ASV_319	Bacteria	NA	NA	NA	NA	NA	NA
ASV_320	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ASV_321	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	NA
ASV_322	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_323	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_324	NA	NA	NA	NA	NA	NA	NA
ASV_325	NA	NA	NA	NA	NA	NA	NA
ASV_326	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA
ASV_327	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_328	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_329	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_330	NA	NA	NA	NA	NA	NA	NA
ASV_331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum	NA
ASV_332	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_333	NA	NA	NA	NA	NA	NA	NA
ASV_334	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_335	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_336	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_337	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	NA	NA
ASV_338	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_339	NA	NA	NA	NA	NA	NA	NA
ASV_340	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_341	Bacteria	Firmicutes	Limnochordia	NA	NA	NA	NA
ASV_342	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	CK06-06-Mud-MAS4B-21	NA
ASV_343	Bacteria	NA	NA	NA	NA	NA	NA
ASV_344	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV_345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_346	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_347	NA	NA	NA	NA	NA	NA	NA
ASV_348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_349	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_350	Bacteria	NA	NA	NA	NA	NA	NA
ASV_351	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_352	NA	NA	NA	NA	NA	NA	NA
ASV_353	Bacteria	NA	NA	NA	NA	NA	NA
ASV_354	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV_355	Bacteria	NA	NA	NA	NA	NA	NA
ASV_356	NA	NA	NA	NA	NA	NA	NA
ASV_357	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_358	Bacteria	NA	NA	NA	NA	NA	NA
ASV_359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_360	Bacteria	NA	NA	NA	NA	NA	NA
ASV_361	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_362	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA
ASV_363	NA	NA	NA	NA	NA	NA	NA
ASV_364	Bacteria	NA	NA	NA	NA	NA	NA
ASV_365	Bacteria	NA	NA	NA	NA	NA	NA
ASV_366	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_367	Bacteria	NA	NA	NA	NA	NA	NA
ASV_368	NA	NA	NA	NA	NA	NA	NA
ASV_369	NA	NA	NA	NA	NA	NA	NA
ASV_370	NA	NA	NA	NA	NA	NA	NA
ASV_371	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	NA	NA
ASV_372	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_373	NA	NA	NA	NA	NA	NA	NA
ASV_374	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_4	Wenzhouxiangella	NA
ASV_375	Bacteria	NA	NA	NA	NA	NA	NA
ASV_376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_377	NA	NA	NA	NA	NA	NA	NA
ASV_378	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_379	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_380	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_381	NA	NA	NA	NA	NA	NA	NA
ASV_382	NA	NA	NA	NA	NA	NA	NA
ASV_383	NA	NA	NA	NA	NA	NA	NA
ASV_384	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_385	Bacteria	NA	NA	NA	NA	NA	NA
ASV_386	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_387	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_388	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_389	Bacteria	NA	NA	NA	NA	NA	NA
ASV_390	NA	NA	NA	NA	NA	NA	NA
ASV_391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_392	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV_393	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	NA
ASV_394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_395	Bacteria	Firmicutes	Bacilli	Desulfuribacillales	Desulfuribacillaceae	Desulfuribacillus	NA
ASV_396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_397	Bacteria	NA	NA	NA	NA	NA	NA
ASV_398	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV_399	NA	NA	NA	NA	NA	NA	NA
ASV_400	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_401	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	ANME-2c	NA	NA
ASV_402	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_403	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA
ASV_404	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_405	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_406	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	NA
ASV_407	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	F1-37X2	NA
ASV_408	NA	NA	NA	NA	NA	NA	NA
ASV_409	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_410	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
ASV_411	NA	NA	NA	NA	NA	NA	NA
ASV_412	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
ASV_413	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	ANME-2a-2b	ANME-2b	NA
ASV_414	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Spiribacter	NA
ASV_415	Bacteria	NA	NA	NA	NA	NA	NA
ASV_416	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_417	NA	NA	NA	NA	NA	NA	NA
ASV_418	Bacteria	NA	NA	NA	NA	NA	NA
ASV_419	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_420	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
ASV_421	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV_422	Bacteria	NA	NA	NA	NA	NA	NA
ASV_423	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus MBIC10613	NA
ASV_424	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_426	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	NA	NA
ASV_427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_428	NA	NA	NA	NA	NA	NA	NA
ASV_429	NA	NA	NA	NA	NA	NA	NA
ASV_430	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_431	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
ASV_432	Bacteria	NA	NA	NA	NA	NA	NA
ASV_433	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_434	NA	NA	NA	NA	NA	NA	NA
ASV_435	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio	NA
ASV_436	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_437	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_438	Bacteria	NA	NA	NA	NA	NA	NA
ASV_439	Bacteria	Desulfobacterota	Desulfuromonadia	NA	Geopsychrobacteraceae	Desulfuromusa	NA
ASV_440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_441	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_442	NA	NA	NA	NA	NA	NA	NA
ASV_443	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_444	Bacteria	NA	NA	NA	NA	NA	NA
ASV_445	Bacteria	NA	NA	NA	NA	NA	NA
ASV_446	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_447	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_448	NA	NA	NA	NA	NA	NA	NA
ASV_449	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_450	Bacteria	NA	NA	NA	NA	NA	NA
ASV_451	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_452	NA	NA	NA	NA	NA	NA	NA
ASV_453	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_454	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_455	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	NA	NA
ASV_456	NA	NA	NA	NA	NA	NA	NA
ASV_457	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	NA
